id1,id2,ra1,de1,plx1,plx2,pmra1,pmde1,pmra2,pmde2,epmra1,epmde1,epmra2,epmde2,g1,g2,mh1,mh2,sep_asec
4121827169931340928,4121827169981644800,263.58351241052253,-18.771150646259645,25.49995350876543,25.60855009590208,48.44761309967054,-16.515332654799668,54.2558359875571,-16.6916262506181,0.05587099,0.032197136,0.021379957,0.012022595,13.66517,10.880179,,,1.799668037465441
6723283462325198208,6723289376512420224,277.09050024592483,-40.72275220272652,27.300861255034782,27.27279703094725,-21.311741328629644,-100.98241923209417,-21.536529042383165,-100.96437385171865,0.021407925,0.01612543,0.027597092,0.020800028,13.418445,14.352937,-0.3966,-0.1191,90.26562516353452
338681162251683200,338774238485847424,37.55654516308403,42.023175928286165,21.62230265536573,21.72996040345967,169.87746990693563,-18.83889764495195,171.95646343912546,-16.83880059842621,0.019457957,0.021030417,0.0205956,0.019541956,10.888376,11.978733,,,521.1538167524867
426732767830736768,426757197608443904,12.597314331830198,59.38506072275888,21.387289436202796,21.354934958773754,159.99805646094063,-161.61368867596326,162.69189907715474,-159.99734410150583,0.073412485,0.09225259,0.008543262,0.011454338,17.617943,9.811787,,-0.4323,421.04422285967314
715928407807893504,715928515183511040,136.98311913974715,37.72264557857752,27.96123268545563,27.928550337911272,3.475261396093206,58.769328520829745,5.466775095027932,53.35333764791369,0.023937797,0.022503586,0.023613783,0.021630822,12.822128,14.373036,-0.7919,-0.0732,10.712312105763337
912852284669045120,912852314732601600,132.9457330605944,41.57090876051741,21.83579937290791,21.69376437842751,-112.83474835095501,20.32082760535588,-112.28307967991569,20.259757062443605,0.039385352,0.0360707,0.18876499,0.14530998,15.652353,17.920275,-0.267,,32.68182435424227
1122810249105483392,1122811657854754560,121.99761963205603,71.91924605885433,21.127803122801645,21.174274286501735,-237.53575442564102,-447.87217522976374,-237.5955950227106,-447.8942578407891,0.010896582,0.0134616075,0.015970852,0.019495308,13.505116,8.025883,,-0.2919,49.29775448976547
1136512191210614272,1136512191212685824,112.03310317593447,76.11971105441219,22.117123402452606,21.620893563101696,198.2969173667713,-328.130796097259,193.8767988986399,-333.2759300070633,0.15205905,0.20066051,0.010763453,0.013888909,16.553696,10.216485,,-0.6547,1.9212579537289822
1440425863783337856,1440518669436791296,262.31908858269315,63.86832758362504,21.936944014916772,21.930982317068175,1.0469279801073625,-182.08067219799767,1.6725481628341186,-182.2265853046572,0.015787559,0.019101635,0.020287504,0.02101428,8.261458,7.53186,-0.0468,-0.3492,193.52018545664643
1627009070005450624,1627009070006756608,235.5832943291055,59.6146062596626,22.775665843872876,22.499329826974975,-88.82377653125559,26.345799273099463,-88.44002913806668,20.674499554494105,0.12203679,0.20865679,0.016882777,0.020952838,17.050413,13.5656805,,-0.0033,1.6046080623170476
1637709517168156800,1637709517168157440,263.9672023201055,68.52768927807472,25.205306857333202,25.07908861211403,-13.397527382844185,-1.7287373859691249,-14.474282709182535,0.04517892291539323,0.025166692,0.024155427,0.016247883,0.014546484,11.041869,8.88753,,-0.1029,13.37422703515024
1977653223715346688,1977653258075087488,326.1058160191353,46.862939266273244,22.049432298961978,22.064776970020727,-12.780322607112526,24.215288321200422,-13.533308360196637,23.78542485664982,0.01708979,0.01762517,0.022482257,0.024773631,6.511932,15.018492,-0.7782,-0.225,18.09339890816899
1996034652950504320,1996034652950507776,349.1438642764373,54.463027186819154,31.272094816866655,31.314306084410724,60.54465710999876,-113.66590375407254,56.89737794415048,-112.49063265892843,0.016268343,0.014579779,0.016673533,0.014577555,11.521072,13.005876,,,11.052867561633757
2169119322418793600,2169119395438933632,316.4397421914357,50.262253429884304,27.71417830837359,27.65283683777306,95.27805600376054,32.00657434601004,93.35740576370091,27.317353883777304,0.01799131,0.015673194,0.01890463,0.017169312,12.452642,12.983055,,-0.5899,31.46515797833764
2383999392388000640,2384000217021721600,345.15340839394395,-23.971174013637587,50.77758394634132,50.76311724809625,194.13144484107667,-347.39255735629183,191.28731415471967,-345.5003164175645,0.02031696,0.017389145,0.02339516,0.019424442,10.691419,10.682732,-0.8389,,74.57629059361983
